CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase
13499,187,Olivia,Cox,1982-03-05,S,F,30000,0,Clerical,1,0,"90, rue Lauriston",,1 (11) 500 555-0147,2018-08-17
13500,142,Molly,Vance,1978-07-27,M,F,10000,0,Manual,1,0,Brunnenstr 5511,,1 (11) 500 555-0153,2019-05-23
13501,177,Clayton,Zhu,1978-04-05,M,M,10000,0,Manual,1,0,Hansaallee 4282,,1 (11) 500 555-0140,2018-11-18
13502,164,Deborah,Nara,1978-02-17,S,F,10000,0,Manual,1,0,Platz des Landtags 33,,1 (11) 500 555-0159,2019-02-19
13503,268,Theodore,Gomez,1977-10-18,M,M,10000,0,Manual,1,0,2103 Baldwin Dr,,1 (11) 500 555-0167,2018-10-21
13504,207,Beth,Alonso,1976-03-17,M,F,10000,0,Manual,1,0,"68, avenue de l´ Union Centrale",,1 (11) 500 555-0126,2017-05-18
13505,236,Jamie,Cai,1976-01-16,M,F,10000,0,Manual,1,0,2256 Regency Dr.,,1 (11) 500 555-0169,2018-12-09
13506,226,Willie,Guo,1975-08-12,S,M,10000,0,Manual,1,0,"8919, rue Basse-du-Rocher",,1 (11) 500 555-0160,2019-04-05
13507,231,Margaret,Patterson,1975-10-15,M,F,10000,0,Manual,1,0,9089 Bonsai Court,,1 (11) 500 555-0110,2018-10-21
13508,205,Cassandra,Sanchez,1957-08-09,M,F,20000,0,Clerical,1,0,"11, avenue de la Gare",,1 (11) 500 555-0146,2018-08-08
13509,279,Lucas,Johnson,1957-09-04,M,M,30000,0,Clerical,1,0,873 Wellington Avenue,,1 (11) 500 555-0110,2018-11-18
13510,211,Jon,Shen,1960-05-15,M,M,10000,0,Manual,1,1,"62, cours Mirabeau",,1 (11) 500 555-0119,2018-08-06
13511,216,Ernest,Liu,1961-05-04,S,M,10000,0,Manual,1,1,"862, rue Mazagran",,1 (11) 500 555-0185,2017-06-05
13512,211,Ken,Sánchez,1961-09-28,M,F,10000,0,Manual,1,1,"2, rue Malar",,967-555-0100,2019-02-07
13513,162,Abigail,Henderson,1961-09-08,M,F,30000,0,Clerical,1,0,Am Grossen Dern 4284,,1 (11) 500 555-0133,2016-07-04
13514,115,Lindsay,Luo,1962-02-11,S,F,10000,0,Manual,1,1,Kappellweg 613,,1 (11) 500 555-0189,2016-08-20
13515,135,Cara,Liang,1962-07-04,M,F,20000,0,Manual,1,0,Heideweg 6446,,1 (11) 500 555-0145,2016-08-14
13516,246,Harold,Ray,1962-02-16,M,M,30000,0,Clerical,1,0,4082 Virginia Hills,,1 (11) 500 555-0124,2019-01-23
13517,256,Nicolas,Sharma,1962-05-10,S,M,30000,0,Clerical,1,0,3521 Fourth St.,#607,1 (11) 500 555-0132,2018-06-25
13518,28,Brendan,Goldstein,1999-07-15,S,M,10000,0,Manual,0,1,9294 Virgina Hills Drive,,1 (11) 500 555-0144,2017-12-19
13519,35,Lucas,Foster,1998-10-03,S,M,10000,0,Manual,1,1,8831 Versailles Pl.,,1 (11) 500 555-0176,2017-12-28
13520,32,Carol,Nelson,1998-02-08,S,F,10000,0,Manual,1,1,2023 Wood Ranch Circle,,1 (11) 500 555-0176,2017-12-19
13521,28,Sandra,Lu,1998-01-25,S,F,10000,0,Manual,1,1,4946 Abbey Court,,1 (11) 500 555-0150,2017-12-24
13522,34,Logan,Taylor,1997-11-23,S,M,10000,0,Manual,1,2,988 Mt. Everest Court,,1 (11) 500 555-0120,2018-10-26
13523,29,Adrienne,Ruiz,1996-11-03,S,F,10000,0,Manual,1,2,934 St. Paul Way,,1 (11) 500 555-0127,2018-11-24
13524,18,Cheryl,Blanco,1998-08-11,M,F,20000,0,Clerical,0,0,7546 Gonzalez Ct.,,1 (11) 500 555-0118,2017-12-22
13525,6,Cassandra,Van,1998-02-09,M,F,20000,0,Clerical,1,0,2559 Altura Drive,,1 (11) 500 555-0110,2017-12-08
13526,30,Krystal,Liu,1998-07-24,M,F,20000,0,Clerical,1,0,7468 Franklin Canyon Road,,1 (11) 500 555-0163,2018-01-16
13527,23,Tonya,Andersen,1997-07-18,M,F,20000,0,Manual,1,0,8467 Clifford Court,,1 (11) 500 555-0148,2018-01-09
13528,5,Carmen,Lopez,1997-09-10,M,F,20000,0,Manual,1,0,4912 La Vuelta,,1 (11) 500 555-0143,2018-01-11
13529,38,Pamela,Martinez,1997-06-02,S,F,20000,0,Manual,0,0,9901 Sequoia Woods Pl,,1 (11) 500 555-0113,2018-01-17
13530,266,Krystal,Chen,1963-09-25,M,F,40000,0,Clerical,1,0,4605 Merced Circle,,1 (11) 500 555-0126,2019-03-17
13531,218,Tyrone,Gutierrez,1981-03-13,M,M,30000,0,Clerical,1,0,"1, rue de la Cavalerie",,1 (11) 500 555-0180,2019-03-08
13532,173,Melody,Gill,1981-04-16,M,F,30000,0,Clerical,1,0,Am Kreuz 475,,1 (11) 500 555-0112,2019-03-28
13533,231,Eduardo,Butler,1981-11-22,S,M,30000,0,Clerical,1,0,9327 Roland Drive,,1 (11) 500 555-0196,2018-10-11
13534,253,Beth,Navarro,1981-07-17,M,F,30000,0,Clerical,1,0,3287 Trees Dr.,,1 (11) 500 555-0133,2019-02-08
13535,238,Omar,Nara,1980-06-11,S,M,20000,1,Manual,0,0,5823 Hooftrail Way,,1 (11) 500 555-0180,2019-01-22
13536,208,Arianna,Ward,1979-05-17,S,F,10000,1,Manual,0,1,"15, avenue de la Gare",,1 (11) 500 555-0188,2017-06-26
13537,210,Jill,Moreno,1979-10-10,S,F,10000,1,Manual,0,1,"1359, avenue de l´Europe",,1 (11) 500 555-0139,2017-06-01
13538,133,Vanessa,Henderson,1979-08-27,S,F,20000,0,Manual,1,1,Marienplatz 22225,,1 (11) 500 555-0185,2016-08-27
13539,255,Roger,Guo,1979-04-14,S,M,30000,0,Clerical,1,0,2759 San Gabriel Dr.,,1 (11) 500 555-0111,2019-02-06
13540,117,Paula,Ortega,1980-03-06,M,F,40000,0,Clerical,1,0,Marketplatz 5103,,1 (11) 500 555-0113,2016-08-12
13541,157,Ashlee,Xu,1980-08-12,M,F,40000,0,Clerical,1,0,Holzstr 4222,,1 (11) 500 555-0114,2016-08-31
13542,131,Sharon,Kumar,1978-05-27,M,F,30000,0,Clerical,1,0,Buergermeister-ulrich-str 4499,,1 (11) 500 555-0173,2016-08-29
13543,158,Phillip,Rana,1978-08-02,S,M,30000,0,Clerical,1,0,Reiherweg 5944,,1 (11) 500 555-0152,2016-08-29
13544,247,Joy,Martin,1990-12-07,S,F,20000,0,Manual,1,1,9401 Columbia River Ct,,1 (11) 500 555-0174,2018-10-21
13545,119,Brad,Sharma,1990-06-16,M,M,30000,0,Clerical,1,0,Pappelallee 400,,1 (11) 500 555-0192,2016-08-14
13546,170,Mitchell,Jai,1990-07-22,M,M,30000,0,Clerical,1,0,Curieweg 5777,,1 (11) 500 555-0113,2016-08-01
13547,269,Michele,Jimenez,1989-02-10,S,F,10000,2,Manual,1,0,491 Terrapin Court,,1 (11) 500 555-0185,2019-02-17
13548,118,Bridget,Jai,1990-09-26,M,F,30000,0,Clerical,1,0,Helsenbergbogen 2,,1 (11) 500 555-0117,2016-08-04
13549,196,Richard,King,1989-04-17,S,M,10000,2,Manual,1,0,"3, rue de Maubeuge",,1 (11) 500 555-0180,2018-11-02
13550,208,Joe,Malhotra,1989-06-01,S,M,20000,0,Manual,0,1,"88, avenue de l´ Union Centrale",,1 (11) 500 555-0169,2018-09-22
13551,236,Jacob,Lee,1989-12-04,M,M,30000,0,Clerical,1,0,6318 Marclair Dr.,,1 (11) 500 555-0134,2018-06-07
13552,208,Trevor,Hughes,1989-03-02,S,M,30000,0,Clerical,1,0,"959, rue Jean Mermoz",,1 (11) 500 555-0138,2017-06-26
13553,262,Jessica,Coleman,1989-10-18,M,F,30000,0,Clerical,1,0,331 Muy Verde,,1 (11) 500 555-0127,2018-06-03
13554,245,Paula,Moreno,1989-11-14,M,F,30000,0,Clerical,1,0,1299 Carpetta Circle,,1 (11) 500 555-0182,2018-06-14
13555,183,Tammy,Smith,1989-09-13,M,F,40000,0,Clerical,1,0,"7, rue de la Centenaire",,1 (11) 500 555-0113,2017-06-26
13556,205,Alisha,Nath,1989-11-13,S,F,40000,0,Clerical,1,0,"7837, boulevard Beau Marchais",,1 (11) 500 555-0173,2017-06-21
13557,246,Stacey,Liu,1989-07-25,M,F,40000,0,Clerical,1,0,4046 Maywood Lane,,1 (11) 500 555-0163,2018-06-18
13558,190,Karen,Lu,1989-06-22,M,F,40000,0,Clerical,1,0,"22, rue de l'Espace De Schengen",,1 (11) 500 555-0161,2017-06-18
13559,123,Lori,Ramos,1989-06-17,S,F,50000,0,Skilled Manual,1,0,Herzogstr 3899,,1 (11) 500 555-0156,2016-08-29
13560,167,Andres,Shan,1989-08-16,M,M,50000,0,Skilled Manual,1,0,Im Himmelsweg 89,,1 (11) 500 555-0135,2016-09-19
13561,253,Gary,Navarro,1989-08-07,M,M,50000,0,Skilled Manual,1,0,1433 C Mt. Hood Crest,,1 (11) 500 555-0110,2018-06-02
13562,261,Bryant,Van,1989-07-15,S,M,50000,0,Skilled Manual,1,0,3968 Beauty,,1 (11) 500 555-0171,2018-06-26
13563,269,Phillip,Sai,1989-08-01,M,M,50000,0,Skilled Manual,0,0,3141 Jalalon Place,,1 (11) 500 555-0146,2016-07-11
13564,193,Sabrina,Blanco,1972-03-25,M,F,10000,0,Manual,0,2,"3, rue de la Cavalerie",,1 (11) 500 555-0149,2017-06-07
13565,216,Tiffany,Zhao,1971-09-20,M,F,10000,0,Manual,0,2,"8811, rue de Longchamp",,1 (11) 500 555-0111,2017-07-26
13566,161,Mikael,Sandberg,1971-06-26,S,F,10000,0,Manual,1,2,Roßstr 6642,,854-555-0100,2018-12-25
13567,176,Anne,Rubio,1971-09-25,M,F,10000,0,Manual,0,2,Am Kreuz 416,,1 (11) 500 555-0188,2016-09-05
13568,199,Max,Jimenez,1971-05-05,M,M,10000,0,Manual,0,2,"386, avenue de Malakoff",,1 (11) 500 555-0121,2018-08-22
13569,127,Marcus,Hall,1988-08-13,S,M,10000,2,Manual,1,1,Auf dem Ufer 164,,1 (11) 500 555-0145,2018-12-02
13570,121,Benjamin,Jackson,1988-06-25,S,M,10000,2,Manual,1,1,Zimmerstr 24266,,1 (11) 500 555-0132,2016-09-14
13571,214,Allen,Mehta,1988-09-07,M,M,10000,2,Manual,0,1,"2, rue Henri Gagnon",,1 (11) 500 555-0151,2018-08-01
13572,176,Shaun,Deng,1988-09-11,S,M,10000,3,Manual,1,0,Haberstr 41,,1 (11) 500 555-0172,2016-09-02
13573,183,Edwin,Pal,1988-12-04,M,M,20000,1,Manual,1,0,"99, rue Royale",,1 (11) 500 555-0154,2018-11-14
13574,128,Brenda,Garcia,1988-03-03,S,F,20000,1,Manual,0,0,Nonnendamm 63,,1 (11) 500 555-0187,2018-08-03
13575,211,Alicia,Shen,1964-08-25,M,F,70000,1,Professional,1,2,"80, rue de Fontfroide",,1 (11) 500 555-0143,2017-07-21
13576,256,Tamara,Lal,1964-12-22,S,F,160000,4,Management,0,3,2697 Mt. Everest Ct.,,1 (11) 500 555-0171,2016-07-12
13577,204,Theodore,Torres,1965-08-14,M,M,70000,1,Professional,1,2,"1004, rue des Bouchers",,1 (11) 500 555-0115,2017-07-24
13578,188,Karl,Nath,1965-04-24,M,M,70000,1,Professional,1,3,4138 Shore Rd.,,1 (11) 500 555-0188,2019-07-18
13579,121,Alan,Chen,1966-02-26,M,M,110000,4,Management,1,4,Rotthäuser Weg 202,,1 (11) 500 555-0143,2016-09-27
13580,172,Carol,Xu,1966-07-18,M,F,110000,4,Management,0,4,Alderstr 27,,1 (11) 500 555-0150,2016-09-23
13581,237,Albert,Blanco,1966-10-19,M,M,130000,4,Professional,1,4,3316 Balhan Dr,,1 (11) 500 555-0130,2016-07-07
13582,256,Martha,Gao,1966-09-22,M,F,130000,4,Professional,1,4,4060 Roundtree Court,,1 (11) 500 555-0194,2018-08-02
13583,238,Blake,Butler,1974-11-12,S,M,90000,1,Professional,1,2,3857 Mt. Etna,,1 (11) 500 555-0129,2016-07-24
13584,267,Isaiah,Cox,1973-08-17,S,M,70000,3,Professional,1,1,2181 Brownstone Rd.,,1 (11) 500 555-0144,2016-07-29
13585,243,Savannah,Morris,1973-05-17,M,F,80000,2,Professional,0,1,7650 Central Blvd,,1 (11) 500 555-0193,2016-07-25
13586,238,Larry,Alonso,1973-05-21,M,M,80000,2,Professional,1,2,8260 Klamath Woods Pl.,,1 (11) 500 555-0178,2018-10-29
13587,154,Kristina,Subram,1974-11-24,S,F,100000,4,Professional,1,3,Erlenweg 7949,,1 (11) 500 555-0125,2019-04-30
13588,158,Deb,Dominguez,1974-03-03,M,F,130000,4,Professional,1,4,Im Himmelsweg 89,,1 (11) 500 555-0148,2019-05-19
13589,221,Cameron,Smith,1973-10-17,S,M,90000,2,Professional,1,2,"873487, rue de Berri",,1 (11) 500 555-0129,2019-02-21
13590,277,Louis,Xie,1973-05-18,M,M,170000,5,Management,0,3,6553 San Miguel Rd.,,1 (11) 500 555-0115,2016-07-06
13591,278,Latasha,Alonso,1973-05-25,M,F,170000,5,Management,1,3,2168 Reading Drive,,1 (11) 500 555-0110,2016-07-05
13592,207,Gabriella,Collins,1972-06-07,M,F,70000,2,Skilled Manual,1,2,"5bis, boulevard du Montparnasse",,1 (11) 500 555-0183,2017-07-05
13593,167,Deanna,Navarro,1972-08-18,S,F,100000,4,Professional,1,4,Zimmerstr 222,,1 (11) 500 555-0199,2019-06-17
13594,147,Jessica,Williams,1972-01-18,M,F,100000,4,Professional,1,4,Unter Linden 987,,1 (11) 500 555-0116,2019-01-29
13595,220,Cole,Stewart,1971-06-02,S,M,70000,2,Skilled Manual,1,2,"20, rue des Rosiers",,1 (11) 500 555-0188,2017-07-16
13596,225,Billy,Gomez,1971-06-16,M,M,80000,1,Professional,0,3,"86, rue Mazagran",,1 (11) 500 555-0141,2018-08-14
13597,120,Lance,Gutierrez,1971-08-05,M,M,90000,1,Professional,1,3,Lieblingsweg 45,,1 (11) 500 555-0188,2019-02-20
13598,162,Keith,Luo,1971-08-16,M,M,120000,5,Professional,1,3,Am Gallberg 656,,1 (11) 500 555-0149,2019-04-09
13599,229,Valerie,Zhu,1971-01-15,M,F,120000,5,Professional,1,3,7314 El Capitan Lane,,1 (11) 500 555-0110,2018-11-02
13600,273,Marie,Sanz,1971-02-19,M,F,170000,5,Professional,0,4,1156 Dublin Court,,1 (11) 500 555-0155,2016-08-06
13601,164,Tanya,Dominguez,1970-05-06,M,F,100000,4,Management,1,4,Berliner Platz 499,,1 (11) 500 555-0168,2019-07-06
13602,231,Virginia,Mehta,1970-05-17,M,F,110000,5,Management,1,2,3168 True Drive,#118,1 (11) 500 555-0111,2016-08-08
13603,243,Molly,Martinez,1970-06-01,M,F,120000,5,Management,1,3,9698 N Lucile Lane,,1 (11) 500 555-0155,2018-09-23
13604,249,Nuan,Zheng,1970-09-11,M,M,130000,5,Management,0,3,3964 Stony Hill Circle,,1 (11) 500 555-0172,2019-04-12
13605,184,Gerrit,Straatsma,1969-11-18,M,M,80000,1,Management,0,3,"26, avenue de Malakoff",,1 (11) 500 555-0179,2017-07-24
13606,118,Drew,Sharma,1969-07-01,M,M,100000,4,Management,1,4,Wolfgangstraße 18,,1 (11) 500 555-0149,2016-10-18
13607,145,Levi,Rana,1969-04-05,S,M,110000,5,Management,1,3,Essener Straße 82,,1 (11) 500 555-0199,2016-10-19
13608,151,Karla,Kumar,1969-04-21,M,F,120000,5,Management,1,3,Berliner Platz 77,,1 (11) 500 555-0189,2019-04-14
13609,252,Ramon,Yang,1969-04-15,M,M,150000,5,Management,1,4,6740 11th St. NE,,1 (11) 500 555-0150,2019-02-08
13610,204,Omar,Sharma,1968-11-28,M,M,80000,1,Management,1,4,"5711, rue des Ecoles",,1 (11) 500 555-0145,2018-09-22
13611,218,Marshall,Huang,1968-03-23,M,M,90000,1,Management,1,3,"33, quai de l´ Iton",,1 (11) 500 555-0189,2019-07-08
13612,271,Hailey,Ross,1967-02-21,M,F,130000,5,Professional,0,4,8457 Teak Court,,1 (11) 500 555-0114,2018-12-12
13613,16,Derek,Jai,1995-12-24,M,M,60000,0,Professional,1,3,460 Carzino Ct,,1 (11) 500 555-0129,2018-08-17
13614,11,Julie,Becker,1995-04-25,S,F,60000,0,Professional,1,4,2826 C Del Rio Ln.,,1 (11) 500 555-0142,2018-10-28
13615,18,Jacquelyn,Rowe,1995-03-27,S,F,60000,0,Professional,0,4,565 Park Highlands,,1 (11) 500 555-0197,2018-08-02
13616,39,Cole,Ramirez,1996-03-27,M,M,70000,0,Professional,1,2,9318 Larch Ct.,,1 (11) 500 555-0166,2018-01-15
13617,33,Gerald,Suri,1996-03-17,M,M,70000,0,Professional,1,3,3143 N. Main,,1 (11) 500 555-0119,2018-10-20
13618,34,Jay,Raman,1996-11-14,S,M,70000,0,Professional,0,3,5508 Trembath Court,,1 (11) 500 555-0181,2018-01-12
13619,14,Arturo,Xu,1996-05-11,M,M,70000,0,Professional,1,3,6111 Guadalajara,,1 (11) 500 555-0173,2018-01-21
13620,2,Damien,Ye,1996-02-01,S,M,70000,0,Professional,0,3,9167 Jam Way,,1 (11) 500 555-0178,2018-01-07
13621,39,Melody,Ruiz,1994-02-01,M,F,60000,0,Professional,1,4,7786 Olive St,,1 (11) 500 555-0113,2019-01-24
13622,10,Alan,Wang,1994-05-07,M,M,70000,0,Professional,1,4,9686 Willbrook Court,,1 (11) 500 555-0173,2018-01-03
13623,35,Mitchell,Carson,1993-03-15,M,M,80000,0,Professional,1,3,9715 San Francisco,,1 (11) 500 555-0163,2018-12-29
13624,39,Nicole,Long,1994-03-09,S,F,80000,0,Professional,1,3,1355 Sequoia Drive,,1 (11) 500 555-0139,2018-08-26
13625,13,Jason,Campbell,1993-11-02,M,M,90000,0,Professional,1,3,9371 Jacqueline Way,,1 (11) 500 555-0124,2018-01-22
13626,20,Johnathan,Madan,1993-09-20,M,M,90000,0,Professional,0,3,6660 Acardia Pl.,,1 (11) 500 555-0110,2018-01-14
13627,3,Natasha,Rubio,1992-07-07,M,F,80000,0,Professional,1,3,7889 Mitchelleanjen Ln.,,1 (11) 500 555-0115,2018-09-18
13628,33,Kaitlin,Schmidt,1993-12-21,M,F,110000,5,Management,1,3,7886 Burwood Way,,1 (11) 500 555-0168,2018-10-03
13629,26,Karla,Yuan,1992-07-21,M,F,90000,0,Professional,1,3,9595 Zion Avenue,,1 (11) 500 555-0123,2018-01-22
13630,19,Brenda,Arun,1992-03-16,S,F,90000,0,Professional,0,3,1048 Las Quebradas Lane,,1 (11) 500 555-0185,2018-01-02
13631,8,Joe,Subram,1992-11-03,M,M,90000,0,Professional,1,3,8620 Moss Hollow Court,,1 (11) 500 555-0136,2018-01-02
13632,28,Cheryl,Munoz,1992-02-07,S,F,90000,0,Professional,0,3,9348 Notre Dame Ave,,1 (11) 500 555-0121,2018-01-23
13633,11,Juan,Ramos,1992-03-12,S,M,90000,0,Professional,1,3,5751 Concord Place,,1 (11) 500 555-0180,2018-01-26
13634,20,Alexis,Russell,1992-02-17,M,F,100000,5,Management,1,3,7260 Turner Dr.,,1 (11) 500 555-0110,2019-03-06
13635,8,Kurt,Deng,1991-02-23,M,M,80000,0,Professional,1,4,8065 Sand Point Road,,1 (11) 500 555-0139,2018-08-05
13636,39,Jarrod,Rodriguez,1991-01-02,M,M,90000,0,Professional,0,3,1289 Quiz St.,,1 (11) 500 555-0125,2018-01-15
13637,19,Victoria,Cooper,1992-09-08,M,F,110000,5,Management,1,3,7462 Linden Land,,1 (11) 500 555-0192,2018-01-26
13638,18,Diana,Alvarez,1992-07-12,S,F,110000,5,Management,1,4,7539 Hazelwood Lane,,1 (11) 500 555-0197,2018-01-15
13639,34,Colin,Liang,1991-08-07,M,M,100000,5,Management,1,3,4571 Guadalupe,,1 (11) 500 555-0134,2018-08-18
13640,22,Rachael,Patel,1991-04-17,M,F,100000,5,Management,0,4,9815 Marlboro Court,,1 (11) 500 555-0167,2018-09-16
13641,25,Adrian,Watson,1990-05-18,S,M,90000,0,Professional,0,4,3205 Sierra Drive,,1 (11) 500 555-0143,2018-09-18
13642,3,Cassie,Nara,1990-10-10,M,F,100000,5,Management,0,4,6264 Center Ave,,1 (11) 500 555-0180,2018-11-10
13643,5,Ronald,Sai,1990-10-06,S,M,100000,5,Professional,1,4,6738 Wallace Dr.,,1 (11) 500 555-0174,2018-01-08
13644,32,Kristi,Dominguez,1990-04-02,M,F,100000,5,Professional,1,4,4655 Dance Court,,1 (11) 500 555-0154,2018-01-17
13645,24,Eugene,He,1990-09-16,S,M,100000,5,Professional,1,4,4195 May Way,,1 (11) 500 555-0123,2018-01-20
13646,40,Terry,Yuan,1990-10-09,M,M,110000,5,Management,1,4,8358 Lightwood Drive,,1 (11) 500 555-0117,2018-01-23
13647,22,Armando,Alonso,1990-06-13,S,M,120000,5,Professional,1,4,9806 North Star Dr.,,1 (11) 500 555-0174,2018-01-02
13648,26,Arturo,Sharma,1990-10-09,S,M,120000,5,Professional,1,4,2921 Glen Wood Drive,,1 (11) 500 555-0149,2018-01-30
13649,27,Rebekah,Suarez,1991-05-08,M,F,110000,5,Professional,1,4,Pascalstr 646,,1 (11) 500 555-0138,2018-01-21
13650,12,Jessie,She,1991-01-08,M,M,110000,5,Management,1,4,5866 Military E,,1 (11) 500 555-0154,2018-01-12
13651,30,Jerry,Sharma,1991-09-06,M,M,120000,5,Management,1,4,9177 Concord Royale,,1 (11) 500 555-0138,2018-01-07
13652,536,Tamara,Zeng,1961-08-25,M,F,90000,0,Management,1,2,5243 Miguel Drive,,818-555-0163,2018-11-09
13653,612,Tony,Chander,1961-03-25,M,M,90000,0,Management,1,2,6007 Concord Pl.,,253-555-0173,2017-11-14
13654,609,Shawn,Andersen,1961-02-05,M,M,100000,3,Management,1,3,233 Waterview Terr.,,116-555-0136,2019-01-09
13655,609,Christopher,Walker,1961-01-03,M,M,100000,3,Management,1,3,7646 H Stagecoach Rd,,102-555-0150,2019-05-09
13656,298,Faith,Howard,1961-04-25,M,F,110000,4,Management,1,2,8071 Daylight Place,,116-555-0173,2019-01-15
13657,543,Kaylee,Collins,1961-03-15,S,F,110000,4,Management,1,2,4755 Easley Drive,,169-555-0199,2017-11-01
13658,634,Wyatt,Bennett,1961-03-13,M,M,130000,3,Management,1,4,9928 Stinson,,198-555-0197,2017-11-14
13659,607,Clayton,Shan,1961-10-18,M,M,130000,3,Management,1,4,6709 Prestwick Ave,,396-555-0111,2018-12-07
13660,53,Ethan,Davis,1962-03-09,M,M,70000,0,Management,1,2,4054 Breck Court,,225-555-0119,2018-11-21
13661,271,Andre,Sara,1995-11-07,M,M,40000,1,Skilled Manual,1,0,3186 Concord Ct.,,1 (11) 500 555-0195,2016-08-08
13662,190,Miguel,Roberts,1994-11-24,S,M,20000,0,Manual,1,2,"80, avenue des Champs-Elysées",,1 (11) 500 555-0193,2017-07-15
13663,177,Melvin,Tang,1993-08-06,S,M,10000,0,Manual,0,2,Rehstr 6446,,1 (11) 500 555-0195,2018-08-06
13664,264,Larry,Diaz,1993-02-10,S,M,10000,0,Manual,0,2,8036 Weaver Lane,,1 (11) 500 555-0145,2019-01-28
13665,276,Kristi,Randall,1993-02-18,M,F,10000,0,Manual,0,2,7320 Bloching Circle,,1 (11) 500 555-0118,2019-02-03
13666,119,Teresa,Ruiz,1993-07-17,S,F,20000,0,Manual,0,2,Nollendorfplatz 58888,,1 (11) 500 555-0166,2016-10-15
13667,211,Andres,Deng,1993-05-11,S,M,20000,0,Manual,0,2,"37, place de Fontenoy",,1 (11) 500 555-0152,2017-07-06
13668,2,Stanley,Martinez,1983-10-07,M,M,60000,5,Professional,1,2,1288 Vista Del Rio,,1 (11) 500 555-0191,2018-08-10
13669,23,Kristy,Gill,1983-03-03,M,F,60000,2,Professional,1,2,3675 Q St.,,1 (11) 500 555-0129,2018-10-22
13670,13,Brittney,Zeng,1983-09-27,S,F,60000,2,Professional,0,2,9389 Fern Leaf Lane,,1 (11) 500 555-0144,2018-08-26
13671,173,Frank,Ramos,1994-02-07,S,M,30000,0,Clerical,0,1,Carlsplatz 43,,1 (11) 500 555-0146,2019-07-31
13672,187,Benjamin,Davis,2000-06-07,S,M,20000,0,Manual,0,2,"11, quai de l´ Iton",,1 (11) 500 555-0110,2018-12-29
13673,213,Sandra,He,2000-11-13,S,F,20000,0,Manual,0,2,"9, avenue Reille",,1 (11) 500 555-0142,2019-05-20
13674,200,Drew,Shen,2000-01-13,S,M,20000,0,Manual,1,2,"401, rue de Cambrai",,1 (11) 500 555-0169,2018-11-06
13675,256,Stanley,Sai,2000-04-09,S,M,20000,0,Manual,0,2,3704 Panoramic Drive,,1 (11) 500 555-0118,2018-12-18
13676,270,George,Kapoor,2000-07-17,M,M,20000,0,Manual,0,2,4613 Benedict Court,,1 (11) 500 555-0189,2018-09-28
13677,174,Brian,Albrecht,1998-03-28,S,F,30000,0,Manual,0,1,Heiderweg 4624,,1 (11) 500 555-0119,2019-07-07
13678,240,Warren,Goel,1994-06-25,M,M,40000,1,Skilled Manual,1,0,9236 Woodland Drive,Unit B,1 (11) 500 555-0186,2016-08-26
13679,242,Sandra,Li,1994-02-03,M,F,40000,1,Skilled Manual,1,0,1102 Geary Ct,,1 (11) 500 555-0163,2016-08-26
13680,271,Jan,Watson,1994-11-17,M,F,40000,1,Skilled Manual,1,0,37 Amaranth Way,,1 (11) 500 555-0155,2016-08-20
13681,196,Adam,Hall,1993-11-18,S,M,30000,0,Manual,1,1,"91, rue de la Cavalerie",,1 (11) 500 555-0110,2019-04-03
13682,160,Fernando,Lopez,1993-04-25,S,M,30000,0,Manual,0,1,Königstr 27,,1 (11) 500 555-0110,2018-12-15
13683,168,Sheila,Torres,1993-12-03,S,F,30000,0,Manual,0,1,Postfach 55 99 99,,1 (11) 500 555-0169,2019-04-15
13684,133,Francis,Dominguez,1992-05-14,S,M,10000,0,Manual,0,2,Am Karlshof 8,,1 (11) 500 555-0126,2019-06-01
13685,123,Briana,Torres,1993-02-16,M,F,40000,1,Skilled Manual,1,0,Königstr 873,,1 (11) 500 555-0188,2016-10-30
13686,128,Peter,Jai,1993-10-14,M,M,40000,1,Skilled Manual,1,1,Hunzinger Allee 153,,1 (11) 500 555-0113,2016-10-09
13687,234,Mario,Xie,1993-08-18,M,M,40000,1,Skilled Manual,1,1,1339 W. Hookston Road,,1 (11) 500 555-0174,2016-08-12
13688,264,Ruben,Sanchez,1993-06-19,S,M,50000,0,Skilled Manual,0,0,5828 Clark Creek Lane,,1 (11) 500 555-0160,2018-12-31
13689,277,Teresa,Ramos,1993-04-21,S,F,50000,0,Skilled Manual,0,0,3883 Kirkwood Dr,,1 (11) 500 555-0113,2016-08-24
13690,270,Claudia,Gao,1992-02-17,S,F,20000,0,Manual,0,2,4179 Green St.,,1 (11) 500 555-0179,2016-08-26
13691,231,Ariana,Bailey,1992-10-22,S,F,40000,2,Clerical,1,0,1936 Balance Ct,,1 (11) 500 555-0138,2016-08-28
13692,235,Curtis,Li,1992-10-21,M,M,40000,2,Clerical,0,0,9879 Hedaro Court,,1 (11) 500 555-0136,2019-04-25
13693,245,Dominic,Gonzalez,1991-02-06,S,M,20000,0,Manual,0,2,3817 Green Hill Rd.,,1 (11) 500 555-0110,2016-08-21
13694,238,Savannah,Gray,1991-12-14,S,F,30000,0,Manual,1,1,9617 Pheasant Ct,,1 (11) 500 555-0190,2018-10-07
